address,npa,batch
+14452345981,445,book207-new
+14452345989,445,book207-new
+14452345990,445,book207-new
+14452345993,445,book207-new
+14452345996,445,book207-new
+14452345998,445,book207-new
+14453456015,445,book207-new
+14453456023,445,book207-new
+14453456024,445,book207-new
+14453456025,445,book207-new
+14453456027,445,book207-new
+14453456043,445,book207-new
+14453456047,445,book207-new
+14453456048,445,book207-new
+14453456055,445,book207-new
+14453456058,445,book207-new
+14453456061,445,book207-new
+14453456062,445,book207-new
+14453456063,445,book207-new
+14453456067,445,book207-new
+14453456071,445,book207-new
+14453456074,445,book207-new
+14453456077,445,book207-new
+14453456081,445,book207-new
+14453456083,445,book207-new
+14453456091,445,book207-new
+14453456092,445,book207-new
+14453456099,445,book207-new
+14453456102,445,book207-new
+14453456109,445,book207-new
+14453456115,445,book207-new
+14453456117,445,book207-new
+14453456118,445,book207-new
+14472345606,447,live-since-aug22
+14472345607,447,live-since-aug22
+14472345610,447,live-since-aug22
+14476006525,447,live-since-aug22
+14476666125,447,live-since-aug22
+14477663643,447,live-since-aug22
+14485000029,448,live-since-aug22
+14632345281,463,live-since-aug22
+14632345284,463,live-since-aug22
+14632345287,463,live-since-aug22
+14632345291,463,live-since-aug22
+14632345391,463,live-since-aug22
+14632345392,463,live-since-aug22
+14632345393,463,live-since-aug22
+14632345395,463,live-since-aug22
+14632345406,463,live-since-aug22
+14632345407,463,live-since-aug22
+14632345416,463,live-since-aug22
+14632345418,463,live-since-aug22
+14632345419,463,live-since-aug22
+14632345420,463,live-since-aug22
+14633486366,463,live-since-aug22
+14634000541,463,live-since-aug22
+14634658494,463,live-since-aug22
+14637246912,463,live-since-aug22
+14637666207,463,live-since-aug22
+14643000687,464,live-since-aug22
+14644444136,464,live-since-aug22
+14693109262,469,live-since-aug22
+14693290700,469,live-since-aug22
+14693337965,469,live-since-aug22
+14703006383,470,live-since-aug22
+14703006909,470,live-since-aug22
+14703007620,470,live-since-aug22
+14703158752,470,live-since-aug22
+14703365634,470,live-since-aug22
+14703446789,470,live-since-aug22
+14703570407,470,live-since-aug22
+14703570408,470,live-since-aug22
+14706777726,470,live-since-aug22
+14706777735,470,live-since-aug22
+14706777737,470,live-since-aug22
+14706777761,470,live-since-aug22
+14706777798,470,live-since-aug22
+14706777801,470,live-since-aug22
+14706777813,470,live-since-aug22
+14706777814,470,live-since-aug22
+14706777820,470,live-since-aug22
+14706777826,470,live-since-aug22
+14706777827,470,live-since-aug22
+14706888763,470,book207-new
+14708008331,470,book207-new
+14708444166,470,book207-new
+14708444195,470,book207-new
+14708444213,470,book207-new
+14708444378,470,book207-new
+14708444762,470,book207-new
+14709333475,470,book207-new
+14709333722,470,book207-new
+14709444150,470,book207-new
+14709444194,470,book207-new
+14709666105,470,book207-new
+14709666916,470,book207-new
+14709777216,470,book207-new
+14709777423,470,book207-new
+14709777670,470,book207-new
+14757586685,475,live-since-aug22
+14759777685,475,live-since-aug22
+14783000109,478,live-since-aug22
+14783000203,478,live-since-aug22
+14783000212,478,live-since-aug22
+14802108733,480,live-since-aug22
+14802108734,480,live-since-aug22
+14802108735,480,live-since-aug22
+14802108737,480,live-since-aug22
+14802577335,480,live-since-aug22
+14803276029,480,live-since-aug22
+14808666082,480,live-since-aug22
+14808666086,480,live-since-aug22
+14808666088,480,live-since-aug22
+14808666093,480,live-since-aug22
+14808666097,480,live-since-aug22
+14808666115,480,book207-new
+14808666117,480,book207-new
+14808666118,480,book207-new
+14808666121,480,book207-new
+14808666123,480,book207-new
+14808666124,480,book207-new
+14808666125,480,book207-new
+14808666129,480,book207-new
+14808666131,480,book207-new
+14808666141,480,book207-new
+14808666142,480,book207-new
+14808666143,480,book207-new
+14808666144,480,book207-new
+14808666146,480,book207-new
+14808666149,480,book207-new
+14808666152,480,book207-new
+14808666153,480,book207-new
+14808666155,480,book207-new
+14808666157,480,book207-new
+14808666160,480,book207-new
+14808666162,480,book207-new
+14808666165,480,book207-new
+14808666167,480,book207-new
+14808666170,480,book207-new
+14808666190,480,book207-new
+14808666192,480,book207-new
+14808666195,480,book207-new
+14808666199,480,book207-new
+14808666202,480,book207-new
+14808666203,480,book207-new
+14808666209,480,book207-new
+14808666271,480,book207-new
+14808666273,480,book207-new
+14808666305,480,book207-new
+14808666334,480,book207-new
+14808666396,480,book207-new
+14808666412,480,book207-new
+14808666414,480,book207-new
+14808666418,480,book207-new
+14808666419,480,book207-new
+14808666421,480,book207-new
+14808666424,480,book207-new
+14808666425,480,book207-new
+14808666426,480,book207-new
+14808666428,480,book207-new
+14808666429,480,book207-new
+14808666430,480,book207-new
+14808666431,480,book207-new
+14808666432,480,book207-new
+14808666434,480,book207-new
+14808666436,480,book207-new
+14808666437,480,book207-new
+14808666439,480,book207-new
+14808666440,480,book207-new
+14808666441,480,book207-new
+14808666442,480,book207-new
+14808666443,480,book207-new
+14808666445,480,book207-new
+14808666451,480,book207-new
+14808666452,480,book207-new
+14808666463,480,book207-new
+14808666468,480,book207-new
+14808666472,480,book207-new
+14808666475,480,book207-new
+14808666476,480,book207-new
+14808666486,480,book207-new
+14808666487,480,book207-new
+14808666489,480,book207-new
+14808666492,480,book207-new
+14808666493,480,book207-new
+14808666495,480,book207-new
+14808666496,480,book207-new
+14808666498,480,book207-new
+14808666501,480,book207-new
+14808666503,480,book207-new
+14808666509,480,book207-new
+14808666511,480,book207-new
+14808666512,480,book207-new
+14808666514,480,book207-new
+14808666519,480,book207-new
+14808666520,480,book207-new
+14808666527,480,book207-new
+14809333068,480,book207-new
+14809333069,480,book207-new
+14809333070,480,book207-new
+14809333071,480,book207-new
+14809333072,480,book207-new
+14809333074,480,book207-new
+14809333076,480,book207-new
+14809333078,480,book207-new
+14809333080,480,book207-new
+14809333081,480,book207-new
+14809333082,480,book207-new
+14809333089,480,book207-new
+14809333090,480,book207-new
+14809333101,480,book207-new
+14809333104,480,book207-new
+14809333116,480,book207-new
+15013569232,501,live-since-aug22
+15013569893,501,live-since-aug22
+15015678051,501,live-since-aug22
+15022382842,502,live-since-aug22
+15022412639,502,live-since-aug22
+15022416569,502,live-since-aug22
+15046777440,504,live-since-aug22
+15046777830,504,live-since-aug22
+15046777875,504,live-since-aug22
+15159009196,515,live-since-aug22
+15203039326,520,live-since-aug22
+15203039329,520,live-since-aug22
+15203039338,520,live-since-aug22
+15304544240,530,live-since-aug22
+15304633317,530,live-since-aug22
+15308008628,530,live-since-aug22
+15308294310,530,live-since-aug22
+15313456244,531,live-since-aug22
+15313456506,531,live-since-aug22
+15319000454,531,live-since-aug22
+15319000785,531,live-since-aug22
+15343000160,534,live-since-aug22
+15346007811,534,live-since-aug22
+15346667503,534,live-since-aug22
+15393368901,539,live-since-aug22
+15393462068,539,live-since-aug22
+15393462318,539,live-since-aug22
+15393462408,539,live-since-aug22
+15394328474,539,live-since-aug22
+15394328475,539,live-since-aug22
+15394328477,539,live-since-aug22
+15394658398,539,live-since-aug22
+15394658399,539,live-since-aug22
+15394658403,539,live-since-aug22
+15394658408,539,live-since-aug22
+15394658410,539,live-since-aug22
+15394658413,539,live-since-aug22
+15395299612,539,live-since-aug22
+15396678392,539,live-since-aug22
+15397867692,539,live-since-aug22
+15397899650,539,live-since-aug22
+15402006155,540,live-since-aug22
+15402270930,540,live-since-aug22
+15402400141,540,live-since-aug22
+15402400158,540,live-since-aug22
+15517586716,551,live-since-aug22
+15517586797,551,live-since-aug22
+15599555084,559,live-since-aug22
+15612003449,561,live-since-aug22
+15612003454,561,live-since-aug22
+15612003529,561,live-since-aug22
+15628444393,562,live-since-aug22
+15635000716,563,live-since-aug22
+15672685214,567,live-since-aug22
+15678425076,567,live-since-aug22
+15709009120,570,live-since-aug22
+15709009941,570,live-since-aug22
+15709009992,570,live-since-aug22
+15709380288,570,live-since-aug22
+15724000119,572,live-since-aug22
+15732026220,573,live-since-aug22
+15732555011,573,live-since-aug22
+15732555037,573,live-since-aug22
+15732555099,573,live-since-aug22
+15736555659,573,live-since-aug22
+15736888817,573,live-since-aug22
+15739009627,573,live-since-aug22
+15746000709,574,live-since-aug22
+15747663745,574,live-since-aug22
+15749660451,574,live-since-aug22
+15754658388,575,live-since-aug22
+15809463220,580,live-since-aug22
+15822000952,582,live-since-aug22
+15828008958,582,live-since-aug22
+16062222080,606,live-since-aug22
+16062222097,606,live-since-aug22
+16062222113,606,live-since-aug22
+16062222132,606,live-since-aug22
+16062222179,606,live-since-aug22
+16062222309,606,live-since-aug22
+16062222315,606,live-since-aug22
+16062222328,606,live-since-aug22
+16062222685,606,live-since-aug22
+16062222696,606,live-since-aug22
+16064000203,606,live-since-aug22
+16084200759,608,live-since-aug22
+16084999657,608,live-since-aug22
+16089009359,608,live-since-aug22
+16099666107,609,live-since-aug22
+16105770406,610,live-since-aug22
+16106100465,610,live-since-aug22
+16106100615,610,live-since-aug22
+16143057241,614,live-since-aug22
+16143288267,614,live-since-aug22
+16143356030,614,live-since-aug22
+16143356072,614,live-since-aug22
+16153759514,615,live-since-aug22
+16153759532,615,live-since-aug22
+16153759534,615,live-since-aug22
+16153759550,615,live-since-aug22
+16153759552,615,live-since-aug22
+16153759554,615,live-since-aug22
+16163486711,616,live-since-aug22
+16164000371,616,live-since-aug22
+16164004596,616,live-since-aug22
+16206666242,620,live-since-aug22
+16206666414,620,live-since-aug22
+16206678646,620,live-since-aug22
+16207888159,620,live-since-aug22
+16233567068,623,live-since-aug22
+16233567081,623,live-since-aug22
+16233567094,623,live-since-aug22
+16236000338,623,live-since-aug22
+16266053775,626,live-since-aug22
+16267709940,626,live-since-aug22
+16268869341,626,live-since-aug22
+16269909874,626,live-since-aug22
+16282999915,628,live-since-aug22
+16284888261,628,live-since-aug22
+16286288424,628,live-since-aug22
+16293486212,629,live-since-aug22
+16293486214,629,live-since-aug22
+16293486216,629,live-since-aug22
+16293486217,629,live-since-aug22
+16293486219,629,live-since-aug22
+16293486227,629,live-since-aug22
+16293486494,629,live-since-aug22
+16367325568,636,live-since-aug22
+16416888253,641,live-since-aug22
+16507899847,650,live-since-aug22
+16509555096,650,live-since-aug22
+16563003447,656,live-since-aug22
+16576777058,657,live-since-aug22
+16576777509,657,live-since-aug22
+16579463006,657,live-since-aug22
+16592345896,659,live-since-aug22
+16592345902,659,live-since-aug22
+16592345906,659,live-since-aug22
+16592345909,659,live-since-aug22
+16592345911,659,live-since-aug22
+16592345913,659,live-since-aug22
+16595005813,659,live-since-aug22
+16597325539,659,live-since-aug22
+16603567632,660,live-since-aug22
+16603666641,660,live-since-aug22
+16604000923,660,live-since-aug22
+16604333651,660,live-since-aug22
+16604445861,660,live-since-aug22
+16605666152,660,live-since-aug22
+16607246967,660,live-since-aug22
+16608555010,660,live-since-aug22
+16612645763,661,live-since-aug22
+16615666486,661,live-since-aug22
+16616777295,661,live-since-aug22
+16616888823,661,live-since-aug22
+16625299284,662,live-since-aug22
+16625299287,662,live-since-aug22
+16625299291,662,live-since-aug22
+16693569450,669,live-since-aug22
+16697586492,669,live-since-aug22
+16697999421,669,live-since-aug22
+16786813029,678,book207-new
+16786813031,678,book207-new
+16786813036,678,book207-new
+16786813038,678,live-since-aug22
+16786813048,678,live-since-aug22
+16786813050,678,live-since-aug22
+16786813051,678,live-since-aug22
+16802477824,680,live-since-aug22
+16804658341,680,live-since-aug22
+16805299534,680,live-since-aug22
+16817222504,681,live-since-aug22
+16817777014,681,live-since-aug22
+16817777803,681,live-since-aug22
+16822672044,682,live-since-aug22
+16822676976,682,live-since-aug22
+16822676977,682,live-since-aug22
+16822676978,682,live-since-aug22
+16822676979,682,live-since-aug22
+16823456639,682,live-since-aug22
+16823456643,682,live-since-aug22
+16823456645,682,live-since-aug22
+16823456648,682,live-since-aug22
+16823456649,682,live-since-aug22
+16823456650,682,live-since-aug22
+16823456652,682,live-since-aug22
+16823486704,682,book207-new
+16823486705,682,book207-new
+16823486708,682,book207-new
+16823486716,682,book207-new
+16823486718,682,book207-new
+16823486721,682,book207-new
+16823486722,682,book207-new
+16823486724,682,book207-new
+16823486725,682,book207-new
+16823486727,682,book207-new
+16823486728,682,book207-new
+16823486730,682,book207-new
+16823486731,682,book207-new
+16823486734,682,book207-new
+16823486735,682,book207-new
+16823486737,682,book207-new
+16823486738,682,book207-new
+16823486739,682,book207-new
+16823486740,682,book207-new
+16823486742,682,book207-new
+16823486743,682,book207-new
+16823486748,682,book207-new
+16823486750,682,book207-new
+16823486751,682,book207-new
+16823486752,682,book207-new
+16823486755,682,book207-new
+16823486757,682,book207-new
+16823486759,682,book207-new
+16823486760,682,book207-new
+16823486761,682,book207-new
+16823486763,682,book207-new
+16823486766,682,book207-new
+16823486771,682,book207-new
+16823486772,682,book207-new
+16823486773,682,book207-new
+16823486780,682,book207-new
+16823486786,682,book207-new
+16823486791,682,book207-new
+16823486797,682,book207-new
+16823486801,682,book207-new
+16823486804,682,book207-new
+16823486807,682,book207-new
+16823486809,682,book207-new
+16823486811,682,book207-new
+16823486812,682,book207-new
+16823486813,682,book207-new
+16823486824,682,book207-new
+16823486825,682,book207-new
+16823486826,682,book207-new
+16823486831,682,book207-new
+16823486834,682,book207-new
+16823486835,682,book207-new
+16823486836,682,book207-new
+16823486842,682,book207-new
+16823486843,682,book207-new
+16823486846,682,book207-new
+16823486847,682,book207-new
+16823486848,682,book207-new
+16823486850,682,book207-new
+16823486851,682,book207-new
+16823486853,682,book207-new
+16823486855,682,book207-new
+16823486856,682,book207-new
+16823486857,682,book207-new
+16823486858,682,book207-new
+16823486861,682,book207-new
+16823486862,682,book207-new
+16827325930,682,live-since-aug22
+16827867001,682,live-since-aug22
+16828777167,682,live-since-aug22
+16893003920,689,live-since-aug22
+16893368205,689,live-since-aug22
+16894444579,689,live-since-aug22
+16896999491,689,live-since-aug22
+16899009718,689,live-since-aug22
+17026647674,702,live-since-aug22
+17026647687,702,live-since-aug22
+17026647842,702,live-since-aug22
+17026669074,702,live-since-aug22
+17027225121,702,live-since-aug22
+17073352599,707,live-since-aug22
+17073763120,707,live-since-aug22
+17077700930,707,live-since-aug22
+17087663055,708,live-since-aug22
+17087663065,708,live-since-aug22
+17087663066,708,live-since-aug22
+17087663067,708,live-since-aug22
+17087663072,708,live-since-aug22
+17128884957,712,live-since-aug22
+17134700831,713,live-since-aug22
+17134700834,713,live-since-aug22
+17134700835,713,live-since-aug22
+17134700842,713,live-since-aug22
+17252345663,725,live-since-aug22
+17255777266,725,live-since-aug22
+17262000086,726,book207-new
+17262000087,726,book207-new
+17262000131,726,book207-new
+17262000132,726,book207-new
+17262000133,726,book207-new
+17262000134,726,book207-new
+17262000135,726,book207-new
+17262000136,726,book207-new
+17262000137,726,book207-new
+17262000138,726,book207-new
+17262000533,726,live-since-aug22
+17262000534,726,live-since-aug22
+17262222254,726,live-since-aug22
+17262222257,726,live-since-aug22
+17262222258,726,live-since-aug22
+17262222259,726,live-since-aug22
+17262222260,726,live-since-aug22
+17262222279,726,live-since-aug22
+17262222471,726,live-since-aug22
+17262222472,726,live-since-aug22
+17262222473,726,live-since-aug22
+17262222474,726,live-since-aug22
+17262222482,726,live-since-aug22
+17262222484,726,live-since-aug22
+17262222486,726,live-since-aug22
+17262222489,726,live-since-aug22
+17262222491,726,live-since-aug22
+17262222494,726,live-since-aug22
+17262222498,726,live-since-aug22
+17262222502,726,live-since-aug22
+17262222503,726,book207-new
+17262222506,726,book207-new
+17262222508,726,book207-new
+17262222512,726,book207-new
+17262222513,726,book207-new
+17262222515,726,book207-new
+17262222517,726,book207-new
+17262222519,726,book207-new
+17262222521,726,book207-new
+17262222524,726,book207-new
+17262222529,726,book207-new
+17262222532,726,book207-new
+17262222536,726,book207-new
+17262222539,726,book207-new
+17262222545,726,book207-new
+17262222550,726,book207-new
+17262222556,726,book207-new
+17262222558,726,book207-new
+17262222561,726,book207-new
+17262222564,726,book207-new
+17262222565,726,book207-new
+17262222566,726,book207-new
+17262222567,726,book207-new
+17262222568,726,book207-new
+17262222570,726,book207-new
+17262222573,726,book207-new
+17262222574,726,book207-new
+17262222576,726,book207-new
+17262222579,726,book207-new
+17262222588,726,book207-new
+17262222592,726,book207-new
+17262222596,726,book207-new
+17262222601,726,book207-new
+17262222603,726,book207-new
+17262222604,726,book207-new
+17262222605,726,book207-new
+17262222612,726,book207-new
+17262222614,726,book207-new
+17262222616,726,book207-new
+17262222619,726,book207-new
+17262222621,726,book207-new
+17262222628,726,book207-new
+17262222630,726,book207-new
+17262222631,726,book207-new
+17262222642,726,book207-new
+17262222648,726,book207-new
+17262222651,726,book207-new
+17262222664,726,book207-new
+17262222668,726,book207-new
+17262222671,726,book207-new
+17262222672,726,book207-new
+17262222678,726,book207-new
+17262222682,726,book207-new
+17262222684,726,book207-new
+17262222687,726,book207-new
+17262222692,726,book207-new
+17262222695,726,book207-new
+17262222697,726,book207-new
+17262222698,726,book207-new
+17262222702,726,book207-new
+17262222704,726,book207-new
+17262222709,726,book207-new
+17262222710,726,book207-new
+17262222711,726,book207-new
+17262222715,726,book207-new
+17262222716,726,book207-new
+17262222717,726,book207-new
+17262222723,726,book207-new
+17262222731,726,book207-new
+17262222741,726,book207-new
+17262222744,726,book207-new
+17262222745,726,book207-new
+17262222749,726,book207-new
+17262222750,726,book207-new
+17262222751,726,book207-new
+17272709565,727,live-since-aug22
+17272874827,727,live-since-aug22
+17272882679,727,live-since-aug22
+17277663324,727,live-since-aug22
+17278555691,727,live-since-aug22
+17312000435,731,live-since-aug22
+17312013035,731,live-since-aug22
+17312020754,731,live-since-aug22
+17315005671,731,live-since-aug22
+17319009653,731,live-since-aug22
+17372444062,737,live-since-aug22
+17372444139,737,live-since-aug22
+17372444150,737,live-since-aug22
+17372444158,737,live-since-aug22
+17372444164,737,live-since-aug22
+17372444176,737,live-since-aug22
+17372444189,737,live-since-aug22
+17372444207,737,live-since-aug22
+17372444209,737,live-since-aug22
+17372444292,737,live-since-aug22
+17372444298,737,live-since-aug22
+17372444299,737,live-since-aug22
+17372444313,737,live-since-aug22
+17372444319,737,live-since-aug22
+17372444331,737,live-since-aug22
+17372444336,737,live-since-aug22
+17372666568,737,live-since-aug22
+17373456499,737,live-since-aug22
+17404103034,740,live-since-aug22
+17404623341,740,live-since-aug22
+17404623342,740,live-since-aug22
+17404752044,740,live-since-aug22
+17404752045,740,live-since-aug22
+17404830925,740,live-since-aug22
+17405290538,740,live-since-aug22
+17405293848,740,book207-new
+17405293849,740,book207-new
+17405293850,740,book207-new
+17405293851,740,book207-new
+17405293852,740,book207-new
+17405293857,740,book207-new
+17405293861,740,book207-new
+17405293866,740,book207-new
+17405293867,740,book207-new
+17405293869,740,book207-new
+17405293871,740,book207-new
+17405293877,740,book207-new
+17405293878,740,book207-new
+17405293885,740,book207-new
+17405293889,740,book207-new
+17405293894,740,book207-new
+17405293895,740,book207-new
+17405293896,740,book207-new
+17405293903,740,book207-new
+17405293905,740,book207-new
+17405293908,740,book207-new
+17405293913,740,book207-new
+17405293917,740,book207-new
+17405293918,740,book207-new
+17405293925,740,book207-new
+17405293926,740,book207-new
+17405293927,740,book207-new
+17405293931,740,book207-new
+17405293933,740,book207-new
+17405293935,740,book207-new
+17405293941,740,book207-new
+17405293942,740,book207-new
+17405293945,740,book207-new
+17405293946,740,book207-new
+17405293947,740,book207-new
+17405293948,740,book207-new
+17405293952,740,book207-new
+17405293956,740,book207-new
+17405293959,740,book207-new
+17405293966,740,book207-new
+17405293971,740,book207-new
+17405293972,740,book207-new
+17405293978,740,book207-new
+17405293984,740,book207-new
+17405293987,740,book207-new
+17405293988,740,book207-new
+17405293989,740,book207-new
+17405293990,740,book207-new
+17405293991,740,book207-new
+17405293992,740,book207-new
+17405293996,740,book207-new
+17405444005,740,book207-new
+17405444007,740,book207-new
+17405444009,740,book207-new
+17405444011,740,book207-new
+17405444013,740,book207-new
+17405444018,740,book207-new
+17405444021,740,book207-new
+17405444022,740,book207-new
+17405444024,740,book207-new
+17405444025,740,book207-new
+17405444027,740,book207-new
+17405444029,740,book207-new
+17405444034,740,book207-new
+17405444035,740,book207-new
+17405444038,740,book207-new
+17405444039,740,book207-new
+17405444043,740,book207-new
+17405444045,740,book207-new
+17405444048,740,book207-new
+17405444049,740,book207-new
+17405444051,740,book207-new
+17405444053,740,book207-new
+17405444057,740,book207-new
+17405444059,740,book207-new
+17405444083,740,book207-new
+17405444090,740,book207-new
+17405444109,740,book207-new
+17405444113,740,book207-new
+17405444126,740,book207-new
+17405444135,740,book207-new
+17405444137,740,book207-new
+17405444153,740,book207-new
+17405444164,740,book207-new
+17405444174,740,book207-new
+17405444191,740,book207-new
+17405444193,740,book207-new
+17405444203,740,book207-new
+17405444216,740,book207-new
+17405444239,740,book207-new
+17433456939,743,live-since-aug22
+17433456944,743,live-since-aug22
+17433456945,743,live-since-aug22
+17433456947,743,live-since-aug22
+17433456948,743,live-since-aug22
+17433456949,743,live-since-aug22
+17433456950,743,live-since-aug22
+17433456957,743,live-since-aug22
+17433456958,743,live-since-aug22
+17433456961,743,live-since-aug22
+17433456972,743,live-since-aug22
+17433456978,743,live-since-aug22
+17436000733,743,live-since-aug22
+17477444191,747,live-since-aug22
+17477444272,747,live-since-aug22
+17577325952,757,live-since-aug22
+17577325960,757,live-since-aug22
+17577325969,757,live-since-aug22
+17577325976,757,live-since-aug22
+17577325977,757,live-since-aug22
+17577325996,757,live-since-aug22
+17577333020,757,live-since-aug22
+17577333021,757,live-since-aug22
+17604186920,760,live-since-aug22
+17622574971,762,live-since-aug22
+17622574973,762,live-since-aug22
+17622574974,762,live-since-aug22
+17622574975,762,live-since-aug22
+17622574976,762,live-since-aug22
+17622574988,762,live-since-aug22
+17625299773,762,live-since-aug22
+17625299850,762,live-since-aug22
+17625299863,762,live-since-aug22
+17625888602,762,live-since-aug22
+17625888627,762,live-since-aug22
+17625999886,762,live-since-aug22
+17626888058,762,live-since-aug22
+17626888223,762,live-since-aug22
+17626888309,762,live-since-aug22
+17626888826,762,live-since-aug22
+17626888957,762,live-since-aug22
+17626999059,762,live-since-aug22
+17626999153,762,live-since-aug22
+17626999175,762,book207-new
+17626999269,762,book207-new
+17626999301,762,book207-new
+17626999930,762,book207-new
+17626999965,762,book207-new
+17627325152,762,book207-new
+17627325162,762,book207-new
+17627325237,762,book207-new
+17627325319,762,book207-new
+17627325368,762,book207-new
+17627325461,762,book207-new
+17627325761,762,book207-new
+17627586005,762,book207-new
+17627586319,762,book207-new
+17627586538,762,book207-new
+17627586798,762,book207-new
+17627586833,762,book207-new
+17627663128,762,book207-new
+17627663620,762,book207-new
+17627663986,762,book207-new
+17627663991,762,book207-new
+17627666239,762,book207-new
+17627666350,762,book207-new
+17627666645,762,book207-new
+17627666827,762,book207-new
+17627666838,762,book207-new
+17627666876,762,book207-new
+17627666952,762,book207-new
+17627899351,762,book207-new
+17627899580,762,book207-new
+17627899617,762,book207-new
+17627899691,762,book207-new
+17627999534,762,book207-new
+17627999757,762,book207-new
+17628425082,762,book207-new
+17628425146,762,book207-new
+17628425231,762,book207-new
+17628425261,762,book207-new
+17628425538,762,book207-new
+17628425554,762,book207-new
+17628425727,762,book207-new
+17629463085,762,book207-new
+17629463314,762,book207-new
+17629463547,762,book207-new
+17629463693,762,book207-new
+17629463705,762,book207-new
+17629463796,762,book207-new
+17656006496,765,live-since-aug22
+17656006497,765,live-since-aug22
+17656006504,765,live-since-aug22
+17656006508,765,live-since-aug22
+17656006511,765,live-since-aug22
+17656006512,765,live-since-aug22
+17692999160,769,live-since-aug22
+17692999162,769,live-since-aug22
+17692999164,769,live-since-aug22
+17692999165,769,live-since-aug22
+17692999220,769,live-since-aug22
+17692999226,769,live-since-aug22
+17692999227,769,live-since-aug22
+17692999228,769,live-since-aug22
+17692999230,769,live-since-aug22
+17692999236,769,live-since-aug22
+17692999237,769,live-since-aug22
+17692999243,769,live-since-aug22
+17724777166,772,live-since-aug22
+17745999491,774,live-since-aug22
+17755666238,775,live-since-aug22
+17759777817,775,live-since-aug22
+17796000032,779,live-since-aug22
+17797325503,779,live-since-aug22
+17797586493,779,live-since-aug22
+17797888070,779,live-since-aug22
+17859009488,785,live-since-aug22
+17869444181,786,live-since-aug22
+18043368470,804,live-since-aug22
+18043368472,804,live-since-aug22
+18043368476,804,live-since-aug22
+18044888455,804,live-since-aug22
+18046006128,804,live-since-aug22
+18053168509,805,live-since-aug22
+18056972027,805,live-since-aug22
+18062240485,806,live-since-aug22
+18062240588,806,live-since-aug22
+18062244003,806,live-since-aug22
+18062244013,806,live-since-aug22
+18062777159,806,live-since-aug22
+18065299281,806,live-since-aug22
+18065299870,806,live-since-aug22
+18068008602,806,live-since-aug22
+18127333513,812,live-since-aug22
+18127333538,812,live-since-aug22
+18127333584,812,live-since-aug22
+18127333586,812,live-since-aug22
+18127333682,812,live-since-aug22
+18127333717,812,live-since-aug22
+18127333735,812,live-since-aug22
+18127333740,812,live-since-aug22
+18127333742,812,live-since-aug22
+18132009552,813,live-since-aug22
+18132121439,813,live-since-aug22
+18132121440,813,live-since-aug22
+18144658623,814,live-since-aug22
+18144658749,814,live-since-aug22
+18144658919,814,live-since-aug22
+18162353043,816,live-since-aug22
+18163368148,816,live-since-aug22
+18163368327,816,live-since-aug22
+18165444720,816,live-since-aug22
+18165678203,816,live-since-aug22
+18167333698,816,live-since-aug22
+18186657967,818,live-since-aug22
+18186987202,818,live-since-aug22
+18203462876,820,live-since-aug22
+18205005126,820,live-since-aug22
+18207867739,820,live-since-aug22
+18208008369,820,live-since-aug22
+18269000026,826,live-since-aug22
+18283444049,828,live-since-aug22
+18283444056,828,live-since-aug22
+18283444063,828,live-since-aug22
+18283444064,828,live-since-aug22
+18308425933,830,live-since-aug22
+18317033287,831,live-since-aug22
+18318440407,831,live-since-aug22
+18318555770,831,live-since-aug22
+18318862295,831,live-since-aug22
+18324000134,832,live-since-aug22
+18324000140,832,live-since-aug22
+18324000141,832,live-since-aug22
+18324000142,832,live-since-aug22
+18324000144,832,live-since-aug22
+18324000146,832,live-since-aug22
+18324000175,832,book207-new
+18383777372,838,live-since-aug22
+18385888345,838,live-since-aug22
+18386777815,838,live-since-aug22
+18389777752,838,live-since-aug22
+18392000053,839,live-since-aug22
+18392000054,839,live-since-aug22
+18392000059,839,live-since-aug22
+18392000069,839,live-since-aug22
+18392000072,839,live-since-aug22
+18392000126,839,live-since-aug22
+18393567757,839,live-since-aug22
+18393567761,839,live-since-aug22
+18393567763,839,live-since-aug22
+18393567765,839,live-since-aug22
+18393567768,839,live-since-aug22
+18393567770,839,live-since-aug22
+18393567789,839,live-since-aug22
+18393567792,839,live-since-aug22
+18393567794,839,live-since-aug22
+18393567797,839,live-since-aug22
+18393567802,839,live-since-aug22
+18393567803,839,live-since-aug22
+18393567805,839,live-since-aug22
+18395005354,839,live-since-aug22
+18395299865,839,live-since-aug22
+18403333951,840,live-since-aug22
+18502629242,850,live-since-aug22
+18502667255,850,live-since-aug22
+18502667329,850,live-since-aug22
+18502701016,850,live-since-aug22
+18502701018,850,live-since-aug22
+18502701973,850,live-since-aug22
+18507444725,850,live-since-aug22
+18542345130,854,live-since-aug22
+18542345133,854,live-since-aug22
+18542345138,854,live-since-aug22
+18542345143,854,live-since-aug22
+18542345144,854,live-since-aug22
+18542345150,854,live-since-aug22
+18542345285,854,live-since-aug22
+18542345288,854,live-since-aug22
+18542345293,854,live-since-aug22
+18542345304,854,live-since-aug22
+18542345424,854,live-since-aug22
+18542345485,854,live-since-aug22
+18542345530,854,live-since-aug22
+18542345772,854,live-since-aug22
+18542345774,854,live-since-aug22
+18542345778,854,live-since-aug22
+18542345779,854,live-since-aug22
+18542345781,854,live-since-aug22
+18542345785,854,live-since-aug22
+18542345787,854,live-since-aug22
+18542345789,854,live-since-aug22
+18542345793,854,live-since-aug22
+18542345797,854,live-since-aug22
